ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID459350481,4/305 Cumberland Rd,1,u,248500.0,28/08/2016,1.0,1.0,49.0,49.0,-37.7152,144.9402
ID496000526,30 Holyrood St,4,h,2420000.0,10/09/2016,3.0,2.0,560.0,5.0,-37.9333,144.9977
ID485750708,989 Drummond St,3,h,2950000.0,7/05/2016,1.0,2.0,499.0,109.0,-37.7811,144.9715
ID905367464,194 Miller St,4,h,950000.0,27/11/2016,2.0,1.0,243.0,14.0,-37.7506,144.9847
ID305118743,325 The Boulevard,5,h,2325000.0,13/05/2017,3.0,2.0,737.0,11.0,-37.7794,145.0647
ID831413271,12 Beverley Gr,3,h,1800000.0,3/09/2017,2.0,2.0,786.0,104.0,-37.87834,145.12131000000005
ID701251216,7/4 Small St,1,u,580000.0,8/07/2017,2.0,1.0,486.0,7.0,-37.93953,145.00096000000005
ID866736489,1002/480 Riversdale Rd,2,u,1462000.0,8/04/2017,2.0,3.0,0.0,9.0,-37.8315,145.0559
ID311797675,6/241 Nicholson St,1,u,300000.0,8/10/2016,1.0,1.0,0.0,129.0,-37.8008,144.9973
ID842476451,7 Carmody St,3,t,918000.0,17/06/2017,2.0,1.0,207.0,7.0,-37.85682,145.10873
ID804724399,125/173 City Rd,1,u,425000.0,16/04/2016,1.0,1.0,0.0,15.0,-37.8245,144.9622
ID750723934,68 Finlayson St,3,h,860000.0,16/07/2016,1.0,2.0,583.0,39.0,-37.7346,145.0715
ID884005204,33 Kennedy St,3,h,1158000.0,6/05/2017,1.0,1.0,1011.0,49.0,-37.7115,144.912
ID865238139,6/26 Ruskin St,2,u,500000.0,22/05/2016,1.0,1.0,0.0,49.0,-37.8761,144.9821
ID691952304,4/38 MacFarlan St,2,u,965000.0,3/12/2016,2.0,2.0,2143.0,21.0,-37.8393,144.9886
ID256371424,2/4 Tyne St,3,h,1290000.0,27/05/2017,2.0,2.0,321.0,22.0,-37.846270000000004,145.08366
ID184231767,4 Dee St,4,t,1450000.0,29/07/2017,3.0,2.0,232.0,7.0,-37.80345,145.07969
ID632685133,107 Alma St,3,h,1575000.0,25/02/2017,1.0,4.0,1000.0,89.0,-37.7936,144.8639
ID784981956,33 Ross St,4,h,1835000.0,28/05/2016,2.0,2.0,619.0,89.0,-37.8171,145.0934
ID157985902,344 Gaffney St,3,h,810000.0,11/02/2017,1.0,1.0,470.0,69.0,-37.7315,144.9399
ID651784622,2 McKay St,3,h,775000.0,3/06/2017,2.0,3.0,540.0,39.0,-37.79067,144.83803999999995
ID418363173,1 millgrove St,3,h,890000.0,26/08/2017,1.0,2.0,724.0,39.0,-37.88953,145.22056
ID813623877,31 Bowen St,2,h,860000.0,11/02/2017,1.0,1.0,301.0,99.0,-37.7695,144.9092
ID714217415,91 Henty St,3,h,600000.0,8/10/2016,1.0,1.0,370.0,39.0,-37.719,144.9971
ID374705598,9A The Crossway,3,h,620000.0,19/08/2017,2.0,1.0,292.0,6.0,-37.74695,144.86625
ID469044555,18 Grandvalley Dr,2,t,520000.0,1/07/2017,2.0,2.0,62.0,5.0,-37.738929999999996,144.87661
ID983894011,3 Border Dr,3,h,918000.0,22/07/2017,2.0,2.0,669.0,19.0,-37.73936,144.85873999999995
ID647504743,13 Batman St,5,h,2400000.0,28/05/2016,2.0,2.0,1315.0,29.0,-37.7548,144.8915
ID789460817,87 Pasco St,3,h,1285000.0,29/07/2017,1.0,0.0,296.0,52.0,-37.86335,144.89487
ID550201367,297 New St,4,h,2800000.0,10/12/2016,3.0,3.0,596.0,19.0,-37.9059,144.9927
ID806621573,22 Russell St,3,h,1100000.0,8/04/2017,2.0,3.0,709.0,49.0,-37.7612,145.0968
ID662039161,20 Northam Rd,3,h,1315000.0,3/06/2017,1.0,2.0,617.0,69.0,-37.92284,145.06423
ID556630596,78 Jenkins St,3,h,1590000.0,24/06/2017,1.0,1.0,563.0,39.0,-37.765570000000004,145.01051999999999
ID179899085,206 Manningham Rd,4,h,1225000.0,7/05/2016,2.0,2.0,723.0,49.0,-37.7724,145.1033
ID688888508,63 Dent St,4,h,1800000.0,25/02/2017,2.0,4.0,749.0,69.0,-37.8669,145.077
ID406277307,106/216 Rouse St,3,u,1200000.0,3/12/2016,2.0,2.0,0.0,7.0,-37.841,144.9379
ID665763956,15 Winton Rd,4,t,1510000.0,20/05/2017,3.0,2.0,274.0,11.0,-37.87300000000001,145.0664
ID215437533,5 Flourish Wy,4,h,463000.0,22/07/2017,2.0,2.0,358.0,7.0,-37.91807,144.63816
ID333111660,11 Findon St,2,h,1036000.0,3/12/2016,1.0,1.0,310.0,109.0,-37.8717,145.0399
ID213952447,95 Station St,2,h,1150000.0,18/03/2017,1.0,0.0,82.0,109.0,-37.8361,144.9403
ID532737846,33A Scott Gr,3,h,1710000.0,18/03/2017,1.0,3.0,557.0,19.0,-37.8556,145.0499
ID696586541,34a Rose St,2,h,1125000.0,17/09/2016,1.0,2.0,169.0,84.0,-37.851,145.0161
ID191165137,70 Bruce St,3,h,800000.0,17/09/2016,3.0,2.0,421.0,89.0,-37.7414,144.9932
ID771809003,999A Riversdale Rd,3,h,1205000.0,28/01/2016,1.0,2.0,490.0,99.0,-37.8361,145.1006
ID300650821,4 Lord St,3,h,585000.0,6/08/2016,1.0,1.0,605.0,59.0,-37.6985,144.9615
ID318379705,6/10 Vautier St,2,u,612000.0,24/09/2016,1.0,1.0,0.0,59.0,-37.8861,144.9863
ID986285364,23 Melville St,2,h,1155000.0,4/06/2016,1.0,2.0,235.0,89.0,-37.8153,145.0231
ID672684637,24/101 Leveson St,2,u,585000.0,4/06/2016,1.0,1.0,0.0,59.0,-37.802,144.951
ID679198527,5/19 Livingstone St,2,u,690000.0,15/10/2016,1.0,1.0,103.0,49.0,-37.7671,145.0408
ID488007453,10/20 Cromwell Rd,1,u,410000.0,12/08/2017,1.0,1.0,0.0,59.0,-37.8446,145.00018
ID456523371,478 Fullarton Rd,3,h,810000.0,18/03/2017,3.0,2.0,555.0,39.0,-37.7285,144.8694
ID834318666,21 Park Rd,5,h,2100000.0,27/11/2016,3.0,2.0,696.0,30.0,-37.8478,145.0566
ID887089978,23 Surrey St,2,h,545000.0,14/05/2016,1.0,3.0,591.0,59.0,-37.7128,144.9471
ID892254134,101/55 Cumberland Dr,2,u,635000.0,3/12/2016,2.0,1.0,0.0,4.0,-37.7865,144.9008
ID253755197,11/8 Bealiba Rd,2,u,650000.0,8/10/2016,1.0,1.0,100.0,89.0,-37.8912,145.0289
ID823484699,26 Almurta Rd,3,h,1200000.0,17/09/2016,1.0,1.0,721.0,49.0,-37.9244,145.0665
ID815615076,1/2 Gwynne St,2,u,670000.0,27/05/2017,1.0,1.0,296.0,26.0,-37.87128,145.13051000000004
ID794212122,6 Farm Rd,4,h,650000.0,18/06/2016,2.0,2.0,312.0,5.0,-37.7362,144.9714
ID826957688,1a Ardmillan Rd,3,h,1250000.0,23/04/2016,2.0,1.0,283.0,17.0,-37.7638,144.9175
ID653951504,46 Jacana St,4,h,650000.0,15/07/2017,1.0,2.0,660.0,49.0,-37.97918,145.18825
ID120185586,74 Arthur St,3,h,796000.0,24/06/2017,2.0,2.0,534.0,69.0,-37.69852,145.04836
ID688974838,24 Dalveen Rd,2,h,1020000.0,10/09/2016,1.0,1.0,557.0,64.0,-37.7568,145.0355
ID550155972,46 Davey St,3,h,940000.0,17/06/2017,2.0,2.0,454.0,69.0,-37.99443,145.0885
ID772026499,1/23 Wickham Rd,3,h,926000.0,18/06/2016,2.0,2.0,393.0,69.0,-37.9431,145.0267
ID909003862,14 Beths St,4,h,2700000.0,17/06/2017,4.0,2.0,673.0,84.0,-37.91888,145.04775
ID531413760,13 Lorne St,4,h,800000.0,23/09/2017,3.0,2.0,308.0,4.0,-37.7166,144.97665
ID614243919,42 Mansfield St,4,h,1478000.0,25/02/2017,2.0,0.0,387.0,119.0,-37.7569,145.0041
ID677808432,7 Newton St,5,h,2100000.0,16/07/2016,2.0,2.0,1025.0,104.0,-37.8286,145.1094
ID463092571,3 Capella St,2,h,1389000.0,22/05/2016,1.0,4.0,701.0,79.0,-37.7867,145.0718
ID706568464,6/17 Geddes St,2,u,570000.0,22/05/2016,1.0,1.0,0.0,119.0,-37.7779,144.9137
ID445756673,2 French St,3,t,820000.0,18/03/2017,2.0,1.0,122.0,39.0,-37.8021,144.8976
ID228434327,271 Edward St,2,h,1105000.0,3/06/2017,1.0,2.0,173.0,129.0,-37.775240000000004,144.97529
ID754334144,13 Ramsay Av,3,h,2118000.0,19/08/2017,2.0,2.0,664.0,89.0,-37.79639,145.04595
ID123326046,4/25 Jackson St,2,u,400000.0,14/05/2016,1.0,1.0,0.0,49.0,-37.8619,144.976
ID963566287,1/12 Charles St,2,u,730000.0,27/05/2017,1.0,0.0,284.0,89.0,-37.86309,144.98301999999995
ID123019753,141 Pearson St,4,h,1205000.0,29/04/2017,2.0,2.0,518.0,39.0,-37.7606,144.9499
ID617783709,1A Aberfeldie St,3,h,1195000.0,9/09/2017,2.0,2.0,381.0,113.0,-37.75629,144.90626
ID150860671,2/32 Wilson Rd,3,u,1000000.0,22/07/2017,2.0,2.0,365.0,23.0,-37.88599,145.17031
ID414893883,15 Whyte St,3,h,2266000.0,4/03/2017,2.0,2.0,450.0,22.0,-37.9243,144.9989
ID872699738,8/33 Gordon St,1,u,305000.0,17/09/2016,1.0,1.0,59.0,54.0,-37.7903,144.8899
ID147121085,117 Fulton Rd,3,h,905000.0,26/08/2017,2.0,2.0,887.0,29.0,-37.8429,145.14895
ID939911706,91 Gowrie St,3,h,822000.0,13/05/2017,1.0,2.0,738.0,59.0,-37.6972,144.941
ID932996102,28 Gish Ct,4,h,815000.0,25/02/2017,2.0,2.0,672.0,69.0,-37.7083,144.9495
ID703129707,108/2 Gascoyne St,2,u,816000.0,1/07/2017,2.0,1.0,8140.0,4.0,-37.82091,145.06011
ID463825080,1/32 Yerrin St,3,t,1472000.0,16/07/2016,2.0,2.0,306.0,24.0,-37.8106,145.0848
ID445857998,4 Major St,4,h,1300000.0,24/06/2017,2.0,2.0,604.0,19.0,-37.947829999999996,145.03983
ID395697409,23A The Boulevard,5,h,1920000.0,27/11/2016,3.0,2.0,900.0,64.0,-37.7868,145.0677
ID969414545,3/42 Sapphire St,2,u,660000.0,4/06/2016,2.0,1.0,217.0,13.0,-37.7465,144.8868
ID326340437,12 Rosemary Ct,3,h,915000.0,25/02/2017,2.0,2.0,769.0,59.0,-37.7298,145.0947
ID418300095,1107/50 Albert Rd,1,u,320000.0,27/11/2016,1.0,0.0,0.0,142.0,-37.8341,144.9713
ID633376910,130 Rathdowne St,4,h,1616000.0,25/02/2017,1.0,0.0,152.0,129.0,-37.7966,144.9709
ID713244259,26 MacFarland St,3,h,1310000.0,12/08/2017,1.0,1.0,302.0,109.0,-37.76085,144.95834
ID500005755,11 Tarcoola Dr,4,h,700000.0,3/09/2016,1.0,1.0,530.0,129.0,-37.7251,145.1053
ID974744287,5/652 Barkly St,2,u,456000.0,28/05/2016,1.0,1.0,0.0,44.0,-37.7966,144.8716
ID406435220,14/270 Canterbury Rd,3,t,701000.0,3/06/2017,2.0,2.0,173.0,10.0,-37.8327,145.2348
ID855153792,24 Highbury Cl,3,h,700000.0,19/08/2017,2.0,3.0,660.0,129.0,-37.73881,144.73543
ID332078584,72 Clydesdale Rd,3,h,1250000.0,3/06/2017,1.0,1.0,773.0,59.0,-37.72265,144.8793
ID305544216,406/152 Sturt St,1,u,480000.0,14/05/2016,1.0,1.0,3878.0,7.0,-37.8255,144.9665
ID910299430,2 Ibis St,4,h,1200000.0,12/11/2016,1.0,2.0,657.0,59.0,-37.7856,145.1374
ID127972466,3 Phillips St,3,h,1030000.0,17/09/2016,1.0,1.0,404.0,81.0,-37.7504,144.9537
ID250620504,16 Kinsale St,3,h,665000.0,7/05/2016,1.0,4.0,503.0,19.0,-37.7226,144.9953
ID427574069,6A Duggan St,3,t,670000.0,6/05/2017,1.0,2.0,176.0,19.0,-37.7597,144.9404
ID611344400,2/8 Simpsons Rd,2,u,653000.0,23/09/2017,1.0,1.0,84.0,49.0,-37.8179,145.1341
ID118648749,501/318 Little Lonsdale St,1,u,432000.0,6/05/2017,1.0,1.0,0.0,18.0,-37.8116,144.9603
ID857603265,1/41 Morang Rd,1,u,450000.0,11/03/2017,1.0,1.0,0.0,49.0,-37.8237,145.0242
ID365575781,487 Hoddle St,3,h,1652500.0,13/05/2017,1.0,0.0,276.0,115.0,-37.7933,144.9938
ID363484671,5/698 Inkerman Rd,2,u,523000.0,7/11/2016,1.0,1.0,0.0,59.0,-37.8694,145.0246
ID617816280,77 Karingal Dr,4,h,1030000.0,26/08/2017,3.0,3.0,1061.0,59.0,-37.705909999999996,145.13005
ID494003163,34 Aminya Cr,4,h,743500.0,8/07/2017,2.0,4.0,600.0,11.0,-37.72788,145.10456000000005
ID254204741,4 Range St,3,h,2000000.0,12/06/2016,1.0,2.0,821.0,94.0,-37.8459,145.0644
ID767693885,2/5 Denham St,2,u,762000.0,17/06/2017,1.0,1.0,1583.0,49.0,-37.81857,145.01703999999995
ID120416332,56 Eva St,4,h,1250000.0,12/08/2017,1.0,1.0,711.0,59.0,-37.9255,145.11331
ID295573636,1/38 Lynch St,1,u,357000.0,6/08/2016,1.0,0.0,0.0,39.0,-37.7964,144.9027
ID786338746,164 Gower St,4,h,900000.0,3/09/2016,2.0,1.0,530.0,79.0,-37.7416,145.016
ID183477734,6/5 Liardet St,2,u,816000.0,24/06/2017,1.0,1.0,0.0,19.0,-37.84237,144.94486
ID985269557,1/1 Clarendon St,3,t,675000.0,22/04/2017,2.0,2.0,159.0,3.0,-37.785,144.8673
ID363515399,84 MacPherson St,3,h,1320000.0,19/08/2017,2.0,0.0,495.0,104.0,-37.796,144.88966000000005
ID474273346,7/2 Cromwell Rd,2,u,910000.0,15/07/2017,2.0,2.0,0.0,14.0,-37.847120000000004,144.99967
ID321295462,9/162 Clarke St,2,u,601000.0,10/09/2016,1.0,1.0,0.0,109.0,-37.7765,144.996
ID255339348,4 The Glade,3,h,960000.0,3/09/2016,2.0,2.0,656.0,29.0,-37.7322,145.0995
ID147429658,1/58 Darebin St,3,t,808000.0,22/05/2016,2.0,2.0,255.0,79.0,-37.7537,145.0637
ID493809230,191 Centre Rd,4,h,1479000.0,27/05/2017,2.0,2.0,603.0,99.0,-37.91655,145.02448
ID530879501,4 Myrtle Gr,3,h,905000.0,24/06/2017,1.0,2.0,573.0,54.0,-37.729079999999996,144.88326999999995
ID314280915,5 Shrimpton Ct,2,h,1010000.0,30/07/2016,0.0,0.0,1611.0,84.0,-37.8092,145.1016
ID609999153,16a Billson St,2,h,980000.0,4/06/2016,1.0,1.0,247.0,79.0,-37.917,145.0137
ID812605276,12 Wills St,5,h,2450000.0,28/05/2016,2.0,2.0,981.0,59.0,-37.8058,145.0627
ID797245623,2/20 Victoria St,3,u,890000.0,3/12/2016,1.0,3.0,0.0,39.0,-37.8663,144.8883
ID845354846,104 Gatehouse Pl,2,u,420000.0,7/05/2016,1.0,2.0,5661.0,79.0,-37.773,144.8806
ID910723692,7 Atkinson St,4,h,2600000.0,12/08/2017,2.0,3.0,1330.0,10.0,-37.75343,145.11958
ID220659841,51 Bay St,4,h,2800000.0,15/07/2017,3.0,2.0,498.0,119.0,-37.90396,144.99126
ID271641912,107/88 Altona St,1,u,360000.0,10/12/2016,1.0,1.0,4267.0,129.0,-37.7966,144.9254
ID252637168,102/11 Hillingdon Pl,2,u,698000.0,27/05/2017,1.0,1.0,0.0,119.0,-37.85163,144.9943
ID574234988,4a Cohen St,3,h,583000.0,10/09/2016,1.0,1.0,412.0,16.0,-37.7459,144.8643
ID376281498,65 Alma Tce,2,h,890000.0,25/02/2017,1.0,0.0,168.0,119.0,-37.8475,144.8897
ID113791228,139 Linacre Rd,5,h,2520000.0,6/08/2016,4.0,2.0,661.0,59.0,-37.9438,145.0184
ID884005204,33 Kennedy St,3,h,1158000.0,6/05/2017,1.0,1.0,1011.0,49.0,-37.7115,144.912
ID175226514,56 Brewer Rd,4,h,1600000.0,3/06/2017,2.0,2.0,604.0,59.0,-37.92135,145.02917
ID453322348,11 Mais St,4,h,905000.0,8/04/2017,2.0,2.0,696.0,54.0,-37.7074,145.0276
ID693682080,347 Williamstown Rd,3,h,781500.0,18/06/2016,1.0,2.0,341.0,69.0,-37.8224,144.8818
ID879680407,22 Cootamundra Cr,3,h,1350000.0,15/07/2017,2.0,1.0,601.0,39.0,-37.81224,145.15594
ID455992266,38 Daisy St,3,h,1040000.0,12/08/2017,1.0,1.0,756.0,58.0,-37.82909,145.233
ID511149961,10 Coote St,3,t,1185000.0,23/04/2016,2.0,1.0,111.0,15.0,-37.8341,144.9541
ID791181832,13 Grampian St,4,h,910000.0,27/11/2016,1.0,3.0,577.0,69.0,-37.7344,144.9865
ID138221751,11 Garnet St,3,h,1440000.0,29/04/2017,1.0,1.0,408.0,59.0,-37.7587,144.9529
ID250620504,16 Kinsale St,3,h,665000.0,7/05/2016,1.0,4.0,503.0,19.0,-37.7226,144.9953
ID942081151,4 Hawksburn Rd,4,h,2920000.0,27/05/2017,2.0,2.0,564.0,99.0,-37.84405,145.0016
ID154123086,52a Leinster Gr,3,t,910500.0,16/04/2016,2.0,2.0,157.0,9.0,-37.759,144.988
ID910043859,55 Tranmere Av,3,h,1840000.0,15/07/2017,2.0,1.0,483.0,99.0,-37.89204,145.06086000000005
ID873988628,68 Bowen St,3,h,3400000.0,25/02/2017,2.0,4.0,877.0,59.0,-37.8437,145.0623
ID351728472,4/56 John St,1,u,325000.0,13/08/2016,1.0,1.0,0.0,49.0,-37.7873,144.9958
ID802465256,39 Kiewa St,3,h,1542000.0,8/04/2017,2.0,2.0,980.0,39.0,-37.7883,145.1387
ID774908491,405/1 Danks St W,1,u,470000.0,22/08/2016,1.0,1.0,0.0,19.0,-37.8436,144.944
ID716442498,110/44 Skyline Dr,2,u,570000.0,27/11/2016,2.0,1.0,3014.0,7.0,-37.7853,144.8944
ID342359446,1/577 High Street Rd,2,u,720000.0,3/06/2017,1.0,1.0,198.0,15.0,-37.87135,145.14334
ID839533765,30 Eastham St,2,h,875000.0,18/06/2016,1.0,0.0,106.0,11.0,-37.7823,144.9864
ID788391106,50 Andrew St,2,h,1500000.0,19/11/2016,1.0,2.0,0.0,91.0,-37.8518,144.9868
ID146338382,4 Blanche Ct,3,h,690000.0,3/06/2017,1.0,2.0,479.0,39.0,-37.73251,144.98178000000001
ID265718836,5/19 Elm St,2,u,740000.0,3/06/2017,1.0,2.0,193.0,49.0,-37.83275,145.1055
ID901732046,424 Whitehorse Rd,3,h,1775000.0,12/08/2017,2.0,2.0,780.0,3.0,-37.814029999999995,145.08968000000004
ID899020243,290 Oriel Rd,3,h,652000.0,11/02/2017,1.0,0.0,589.0,49.0,-37.7356,145.0448
ID253283965,1/118 Rathcown Rd,2,u,502000.0,15/07/2017,1.0,2.0,230.0,4.0,-37.709,145.02014
ID789825608,467 Bay St,2,h,1000000.0,4/06/2016,2.0,0.0,96.0,129.0,-37.8327,144.9474
ID732420721,702/700 Chapel St,1,u,510000.0,27/06/2016,1.0,1.0,0.0,19.0,-37.8361,144.9966
ID771809003,999A Riversdale Rd,3,h,1205000.0,28/01/2016,1.0,2.0,490.0,99.0,-37.8361,145.1006
ID969952194,26 Millewa Av,3,h,1638000.0,22/07/2017,1.0,1.0,697.0,29.0,-37.88354,145.07536000000005
ID869910448,114 Reynard St,3,h,1064000.0,8/10/2016,2.0,1.0,417.0,79.0,-37.7478,144.9583
ID124250871,198 Gipps St,2,h,1242000.0,29/04/2017,1.0,1.0,249.0,79.0,-37.8052,144.9963
ID737658065,201/115 Tennyson St,2,u,932000.0,25/02/2017,2.0,1.0,799.0,7.0,-37.8818,144.9918
ID567201828,8 Ila St,3,h,901000.0,20/05/2017,1.0,2.0,702.0,69.0,-37.709,144.9368
ID961568735,1 Swallow La,3,u,605000.0,3/06/2017,1.0,2.0,4096.0,131.0,-37.8021,144.9075
ID858344413,201 Gooch St,3,h,1271000.0,26/08/2017,1.0,2.0,470.0,69.0,-37.759370000000004,145.01533999999995
ID869051164,1/12 Hatfield Ct,4,u,530000.0,10/09/2016,2.0,1.0,0.0,49.0,-37.809,144.8686
ID495656111,1/49 Hamilton St,2,u,591000.0,30/07/2016,1.0,1.0,269.0,69.0,-37.74,144.8851
ID314314778,1/41 Narong Rd,2,u,665000.0,3/06/2017,1.0,1.0,0.0,49.0,-37.86827,145.02113
ID606468794,25 Tucker St,3,h,890000.0,13/05/2017,1.0,3.0,334.0,89.0,-37.7916,144.8762
ID792713504,51 Clydebank Rd,3,h,925000.0,17/09/2016,2.0,2.0,544.0,69.0,-37.7576,144.889
ID551076267,2 Sanicki Ct,3,t,670000.0,27/11/2016,1.0,2.0,233.0,59.0,-37.9376,145.0784
ID472748014,29 Grantham St,4,h,988000.0,19/11/2016,1.0,1.0,384.0,49.0,-37.7733,144.9491
ID453052852,18 White St,2,h,957000.0,29/07/2017,1.0,0.0,148.0,59.0,-37.79462,144.89385
ID835865679,704/8 Howard St,3,u,760000.0,14/05/2016,2.0,1.0,0.0,14.0,-37.8331,144.9975
ID623198300,37 Charles St,3,h,1400000.0,3/06/2017,2.0,0.0,145.0,139.0,-37.84957,144.9889
ID376423373,36 Buckingham Dr,3,h,1030000.0,30/07/2016,3.0,2.0,649.0,2.0,-37.7501,145.0822
ID698781337,3/673 Geelong Rd,3,t,430000.0,10/09/2016,1.0,1.0,131.0,99.0,-37.8203,144.8386
ID595956904,20 Finlayson St,4,h,1408000.0,3/12/2016,2.0,0.0,725.0,49.0,-37.7891,145.1073
ID641977470,10/530 Toorak Rd,2,u,525000.0,28/05/2016,1.0,1.0,0.0,69.0,-37.8424,145.0184
ID505550887,19 Wahroongaa Rd,4,h,1670000.0,24/09/2016,2.0,1.0,690.0,6.0,-37.8885,145.0726
ID191254206,39 Winifred St,4,h,1350000.0,23/09/2017,2.0,2.0,264.0,23.0,-37.76898,144.9858
ID354619029,11 Avocet St,3,h,1482000.0,3/09/2017,1.0,3.0,713.0,49.0,-37.79507,145.15913999999995
ID493514120,215 Derby St,3,h,840000.0,29/07/2017,1.0,1.0,438.0,39.0,-37.71962,144.94756
ID615287972,7 Huxley Ct,4,h,1030000.0,24/06/2017,2.0,2.0,1094.0,49.0,-37.85757,145.2615
ID998885063,3/89 Rosanna Rd,4,u,610000.0,22/04/2017,3.0,2.0,152.0,39.0,-37.7505,145.0703
ID144086982,40 Carlton St,3,h,1662000.0,7/05/2016,1.0,0.0,118.0,25.0,-37.8009,144.9729
ID656431980,49 Gowrie St,4,h,1137500.0,4/06/2016,1.0,2.0,696.0,7.0,-37.9157,145.0802
ID732015670,13 Camelia St,5,h,520000.0,27/05/2017,2.0,3.0,545.0,47.0,-37.7323,144.77861000000001
ID669802158,243 Essex St,2,h,749000.0,24/06/2017,1.0,1.0,369.0,18.0,-37.79221,144.86408
ID369788315,3 Alpha St,4,h,2170000.0,16/04/2016,2.0,2.0,1040.0,89.0,-37.7992,145.0907
ID514225976,1/18 Duffy St,2,u,376000.0,16/04/2016,1.0,1.0,104.0,49.0,-37.7104,145.0076
ID719071072,3/36 Crookston Rd,3,u,510000.0,17/06/2017,1.0,1.0,178.0,10.0,-37.70985,145.02073000000001
ID447688263,17 Blackwood Ct,4,h,750000.0,22/07/2017,2.0,2.0,447.0,28.0,-37.756370000000004,144.77983
ID194042429,2/11 Dowling St,3,u,422500.0,30/07/2016,2.0,1.0,195.0,19.0,-37.7062,144.9688
ID941880429,362 Burwood Hwy,2,h,1815000.0,20/05/2017,1.0,1.0,698.0,59.0,-37.8518,145.1278
ID920689883,5/1 Parer St,2,h,600000.0,12/06/2016,1.0,1.0,211.0,44.0,-37.9086,145.0977
ID689820940,48 Were St,3,u,1250000.0,22/08/2016,2.0,0.0,0.0,109.0,-37.9249,144.9928
ID982240424,7 Weigall St,3,h,1500000.0,22/04/2017,1.0,3.0,446.0,79.0,-37.7682,144.9835
ID527439776,12 Loeman St,3,t,925000.0,8/04/2017,3.0,1.0,555.0,5.0,-37.7345,144.9228
ID114462255,36 Southampton St,2,h,910000.0,17/06/2017,1.0,0.0,312.0,131.0,-37.79592,144.88595
ID306362991,129 Deakin St,3,t,1002000.0,29/07/2017,2.0,2.0,292.0,19.0,-37.74093,144.89279
ID993246363,16 Bamfield Rd,2,t,565000.0,6/08/2016,2.0,1.0,201.0,12.0,-37.7426,145.0556
ID723641633,34 Martin St,4,h,1031000.0,22/05/2016,1.0,1.0,570.0,79.0,-37.7523,145.0604
ID832121266,37/2 Gordon St,2,u,500000.0,22/08/2016,1.0,1.0,0.0,13.0,-37.8822,144.9994
ID372506344,28 Powell St,3,h,412500.0,26/08/2017,2.0,1.0,197.0,7.0,-37.57687,144.911
ID138969327,135 Hilton St,3,h,600000.0,24/09/2016,1.0,2.0,599.0,59.0,-37.7009,144.9291
ID147121085,117 Fulton Rd,3,h,905000.0,26/08/2017,2.0,2.0,887.0,29.0,-37.8429,145.14895
ID458164643,114 Hotham Rd,3,h,1065000.0,18/03/2017,1.0,2.0,653.0,43.0,-37.734,144.8785
ID738577922,12/1 Ruabon Rd,2,u,490000.0,15/10/2016,1.0,1.0,0.0,49.0,-37.8474,145.0078
ID669124663,21 Wood St,4,h,910000.0,23/09/2017,2.0,2.0,520.0,39.0,-37.75436,145.11938999999995
ID950104691,27 Kurrajong Cr,3,h,710000.0,22/07/2017,1.0,2.0,600.0,45.0,-37.69872,145.08743
ID988209301,27 Clifton Gr,3,h,1020000.0,20/05/2017,2.0,0.0,341.0,99.0,-37.7377,144.9584
ID819950312,705/60 Edgewater Bvd,2,u,566000.0,18/06/2016,2.0,1.0,3014.0,7.0,-37.7853,144.8944
ID210136096,21 Pacific Dr,3,h,710000.0,10/12/2016,1.0,1.0,594.0,49.0,-37.7385,145.0409
ID569907891,504/79 River St,2,u,827000.0,26/07/2016,2.0,2.0,17200.0,19.0,-37.8361,144.9966
ID624493600,9 Winifred St,3,h,1124000.0,27/06/2016,1.0,1.0,685.0,54.0,-37.8952,145.1021
ID838174335,1/19 Dermot St,2,h,752500.0,18/06/2016,1.0,1.0,308.0,69.0,-37.9191,145.0855
ID675323671,36 Westgate St,3,h,1205000.0,13/05/2017,2.0,1.0,570.0,64.0,-37.9066,145.0869
ID540908329,402/77 Village Wy,2,u,410000.0,22/07/2017,1.0,2.0,0.0,19.0,-37.77117,144.88041
ID493046078,2/19 Glanfield St,2,h,695000.0,8/04/2017,1.0,1.0,120.0,44.0,-37.7715,145.0075
ID968049982,75 Woods St,4,h,1620000.0,14/05/2016,3.0,1.0,425.0,4.0,-37.8456,144.8741
ID112251297,366 Williamstown Rd,4,h,2105000.0,3/12/2016,2.0,3.0,611.0,79.0,-37.8349,144.9266
ID679342664,38 Northam Rd,3,h,1338000.0,7/05/2016,2.0,2.0,610.0,49.0,-37.9231,145.066
ID903751054,3/53 Whitehall St,2,u,420000.0,12/06/2016,1.0,1.0,0.0,9.0,-37.8042,144.9049
ID257241414,81 Kubis Dr,4,h,1005000.0,29/07/2017,2.0,2.0,785.0,69.0,-37.79465,145.2244
ID198098797,73 Talintyre Rd,3,h,496000.0,3/09/2016,1.0,2.0,780.0,20.0,-37.8004,144.8105
ID415888533,58 Wolverhampton St,4,h,977000.0,3/12/2016,2.0,1.0,154.0,12.0,-37.7983,144.8911
ID938621773,20 Mills St,3,h,635800.0,16/04/2016,1.0,1.0,602.0,44.0,-37.7696,144.84
ID794237683,1/58 Cawkwell St,2,u,584000.0,28/08/2016,1.0,1.0,0.0,48.0,-37.854,145.041
